dates,state,confirmed,tested,deceased,recovered,vaccinated,population
2020-11-11,NL,42,475,0,90,0,2150000
2020-11-12,NL,37,476,0,88,0,2150000
2020-11-13,NL,23,343,2,81,0,2150000
2020-07-05,OR,469,5317,3,290,0,43671000
2020-07-06,OR,456,4827,2,262,0,43671000
2020-07-07,OR,571,5546,6,217,0,43671000
2020-07-08,OR,527,5918,7,303,0,43671000
2020-07-09,OR,577,6289,6,401,0,43671000
2020-07-10,OR,755,6456,6,565,0,43671000
2020-07-11,OR,570,5845,6,388,0,43671000
2020-07-12,OR,595,7239,5,390,0,43671000
2020-07-13,OR,616,7010,7,505,0,43671000
2020-07-14,OR,543,5689,5,609,0,43671000
2020-07-15,OR,618,6598,5,612,0,43671000
2020-05-23,TR,16,1016,0,0,0,3992000
2020-05-24,TR,3,541,0,13,0,3992000
2020-05-25,TR,4,1593,0,0,0,3992000
2020-05-26,TR,34,1178,0,0,0,3992000
2020-05-25,KL,49,1109,0,12,0,35125000
2020-04-13,KA,15,766,2,6,0,65798000
2020-06-07,MH,3007,15054,91,1924,0,122153000
2020-06-08,MH,2554,12227,109,1661,0,122153000
2020-06-09,MH,2258,14004,120,1664,0,122153000
2020-06-10,MH,3254,15988,149,1877,0,122153000
2020-06-11,MH,3607,15508,152,1562,0,122153000
2020-03-28,TG,8,0,0,0,0,37220000
2020-03-29,TG,3,0,1,1,0,37220000
2020-03-30,TG,7,0,5,13,0,37220000
2020-03-31,TG,20,0,0,0,0,37220000
2020-04-01,TG,30,0,3,0,0,37220000
2020-04-02,TG,27,0,0,3,0,37220000
2020-04-03,TG,75,0,2,15,0,37220000
2020-05-29,UT,216,1571,0,23,0,11141000
2020-05-30,UT,33,1482,1,0,0,11141000
2020-05-31,UT,158,2005,0,0,0,11141000
2020-06-01,UT,52,1265,0,120,0,11141000
2020-06-02,UT,84,1378,2,30,0,11141000
2020-06-03,UT,42,1332,1,7,0,11141000
2020-06-04,UT,68,704,2,38,0,11141000
2020-06-05,UT,62,850,1,47,0,11141000
2020-06-06,UT,88,671,0,78,0,11141000
2020-06-07,UT,52,528,2,106,0,11141000
2020-05-21,WB,94,4242,6,57,0,96906000
2020-05-22,WB,135,5355,6,28,0,96906000
2020-05-23,WB,127,9009,4,60,0,96906000
2020-05-24,WB,208,9216,3,58,0,96906000
2020-05-25,WB,149,9225,6,75,0,96906000
2020-05-26,WB,193,9228,5,72,0,96906000
2020-05-27,WB,183,9236,6,92,0,96906000
2020-05-28,WB,344,9256,6,90,0,96906000
2020-05-29,WB,277,9282,7,107,0,96906000
2020-05-30,WB,317,9346,7,195,0,96906000
2020-05-31,WB,371,9354,8,187,0,96906000
2020-06-08,TT,8536,141682,271,5171,0,1332900000
2020-06-09,TT,9981,145216,272,5634,0,1332900000
2020-06-10,TT,11156,151808,358,6275,0,1332900000
2020-06-11,TT,11135,150305,394,6044,0,1332900000
2020-06-12,TT,11306,143737,388,7263,0,1332900000
2020-06-13,TT,12039,151432,309,8091,0,1332900000
2020-06-14,TT,11404,115519,324,7358,0,1332900000
2020-06-15,TT,10032,146936,396,10640,0,1332900000
2020-06-16,TT,11085,163187,2004,7226,0,1332900000
2020-06-17,TT,13108,165412,341,6890,0,1332900000
2020-06-18,TT,13829,176959,343,10741,0,1332900000
2021-01-27,MN,4,835,1,13,370,3103000
2021-01-28,MN,15,1606,0,23,0,3103000
2021-01-29,MN,15,1273,1,25,544,3103000
2021-01-30,MN,15,1825,0,21,588,3103000
2021-01-31,MN,16,1310,0,8,0,3103000
2021-02-01,MN,4,0,0,9,386,3103000
2021-02-02,MN,5,2431,0,6,366,3103000
2021-02-03,MN,9,1407,1,35,1133,3103000
2021-02-04,MN,13,1556,0,11,223,3103000
2021-02-05,MN,9,1318,0,11,779,3103000
2021-02-06,MN,7,1457,0,11,1382,3103000
2020-07-15,PB,288,11950,8,204,0,29859000
2020-07-16,PB,295,8239,9,410,0,29859000
2020-07-17,PB,348,8961,9,96,0,29859000
2020-07-18,PB,350,11939,7,81,0,29859000
2020-07-19,PB,308,9168,8,81,0,29859000
2020-07-20,PB,410,6157,8,583,0,29859000
2020-07-21,PB,379,12364,1,271,0,29859000
2020-07-22,PB,412,11415,6,252,0,29859000
2020-07-23,PB,438,10726,8,100,0,29859000
2020-07-24,PB,477,8705,5,355,0,29859000
2020-07-25,PB,468,12639,9,201,0,29859000
2020-06-13,JK,148,6039,2,183,0,13203000
2020-06-14,JK,163,6065,4,120,0,13203000
2020-06-15,JK,179,5253,3,215,0,13203000
2020-06-16,JK,78,4758,1,177,0,13203000
2020-06-17,JK,108,6094,1,133,0,13203000
2020-06-18,JK,149,6759,7,230,0,13203000
2020-06-19,JK,125,6175,4,50,0,13203000
2020-06-20,JK,154,6007,6,142,0,13203000
2020-06-21,JK,122,6429,1,46,0,13203000
2020-06-22,JK,132,6049,3,149,0,13203000
2020-06-23,JK,148,5977,2,111,0,13203000
2020-08-14,MP,796,20126,16,570,0,82232000
2020-08-15,MP,1019,21160,13,948,0,82232000
2020-08-16,MP,1022,22011,11,685,0,82232000
2020-08-17,MP,930,19862,23,987,0,82232000
2020-08-18,MP,990,17370,13,688,0,82232000
2020-08-19,MP,976,17364,18,762,0,82232000
2020-08-20,MP,1142,21219,12,1065,0,82232000
2020-08-21,MP,1147,22668,14,987,0,82232000
2020-08-22,MP,1226,24684,21,872,0,82232000
2020-08-23,MP,1263,22770,23,991,0,82232000
2020-06-24,RJ,382,14778,10,398,0,77264000
2020-06-25,RJ,287,16282,4,229,0,77264000
2020-06-26,RJ,364,13037,1,222,0,77264000
2020-06-27,RJ,284,14629,11,305,0,77264000
2020-06-28,RJ,327,15411,8,244,0,77264000
2020-06-29,RJ,389,9563,6,310,0,77264000
2020-06-30,RJ,348,14436,8,299,0,77264000
2020-07-01,RJ,304,15157,8,354,0,77264000
2020-07-02,RJ,350,14904,9,374,0,77264000
2020-07-03,RJ,390,15328,10,333,0,77264000
2020-07-04,RJ,480,19753,7,359,0,77264000
2020-07-05,RJ,632,19777,9,288,0,77264000
2021-06-12,SK,167,1401,0,292,8566,664000
2021-06-13,SK,157,1312,0,387,32,664000
2021-06-14,SK,36,313,0,281,12990,664000
2021-06-15,SK,209,1643,3,272,15826,664000
2021-06-16,SK,147,1096,1,420,14964,664000
2021-06-17,SK,90,1957,2,145,14485,664000
2021-06-18,SK,162,1411,3,166,15564,664000
2021-06-19,SK,151,1461,1,299,11248,664000
2021-06-20,SK,87,578,2,139,801,664000
2021-06-21,SK,25,172,0,273,12133,664000
2021-06-22,SK,137,844,3,152,13756,664000
2021-06-23,SK,131,659,0,171,11853,664000
2020-09-12,ML,168,2703,1,131,0,3224000
2020-09-13,ML,109,0,1,55,0,3224000
2020-09-14,ML,139,3680,2,76,0,3224000
2020-09-15,ML,174,1617,1,39,0,3224000
2020-09-16,ML,158,3058,0,74,0,3224000
2020-09-17,ML,162,6995,3,78,0,3224000
2020-09-18,ML,90,1932,2,95,0,3224000
2020-09-19,ML,112,1930,2,46,0,3224000
2020-09-20,ML,101,0,0,30,0,3224000
2020-09-21,ML,73,1826,2,15,0,3224000
2020-09-22,ML,58,2312,2,179,0,3224000
2020-11-17,PY,72,3358,0,131,0,1504000
2020-11-18,PY,56,3618,0,194,0,1504000
2020-11-19,PY,68,3519,1,102,0,1504000
2020-11-20,PY,52,3468,0,101,0,1504000
2020-11-21,PY,63,3537,0,82,0,1504000
2020-11-22,PY,45,3586,0,88,0,1504000
2020-11-23,PY,25,3201,0,57,0,1504000
2020-11-24,PY,51,4236,0,39,0,1504000
2020-11-25,PY,51,3259,0,45,0,1504000
2020-11-26,PY,20,697,0,21,0,1504000
2020-08-13,LA,38,396,0,8,0,293000
2020-08-14,LA,30,767,0,21,0,293000
2020-08-15,LA,30,56,1,4,0,293000
2020-08-16,LA,39,20,4,49,0,293000
2020-08-17,LA,18,429,0,12,0,293000
2020-08-18,LA,44,506,3,27,0,293000
2020-08-19,LA,38,293,1,2,0,293000
2020-08-20,LA,29,446,0,39,0,293000
2020-08-21,LA,56,355,1,13,0,293000
2020-08-22,LA,77,229,2,20,0,293000
2020-08-23,LA,69,123,2,22,0,293000
2021-01-19,MZ,6,1381,0,11,537,1192000
2021-01-20,MZ,5,1119,0,17,417,1192000
2021-01-21,MZ,12,2140,0,6,1029,1192000
2021-01-22,MZ,3,1325,0,8,1120,1192000
2021-01-23,MZ,0,1129,0,2,322,1192000
2021-01-24,MZ,2,1112,0,5,0,1192000
2021-01-25,MZ,0,120,0,9,873,1192000
2021-01-26,MZ,5,0,0,2,0,1192000
2021-01-27,MZ,3,2018,0,6,1290,1192000
2021-01-28,MZ,3,1113,0,7,586,1192000
2021-01-29,MZ,1,870,0,5,1769,1192000
2020-11-14,NL,112,301,0,30,0,2150000
2020-11-15,NL,135,721,0,20,0,2150000
2020-11-16,NL,140,335,1,46,0,2150000
2020-11-17,NL,163,19596,0,37,0,2150000
2020-11-18,NL,178,-18071,1,58,0,2150000
2020-11-19,NL,94,538,0,52,0,2150000
2020-11-20,NL,148,778,2,97,0,2150000
2020-11-21,NL,66,727,1,33,0,2150000
2020-11-22,NL,103,635,2,66,0,2150000
2020-11-23,NL,75,515,2,38,0,2150000
2020-11-24,NL,79,451,0,50,0,2150000
2020-11-25,NL,60,482,0,66,0,2150000
2020-07-16,OR,494,8096,2,401,0,43671000
2020-07-17,OR,718,7818,6,453,0,43671000
2020-07-18,OR,591,8155,3,607,0,43671000
2020-07-19,OR,736,8209,7,516,0,43671000
2020-07-20,OR,673,7500,6,457,0,43671000
2020-07-21,OR,647,8042,8,400,0,43671000
2020-07-22,OR,1078,9277,6,440,0,43671000
2020-07-23,OR,1264,11010,6,643,0,43671000
2020-07-24,OR,1594,11647,8,808,0,43671000
2020-07-25,OR,1320,12733,10,728,0,43671000
2020-07-26,OR,1376,11809,11,864,0,43671000
2020-05-27,TR,10,1215,0,0,0,3992000
2020-05-28,TR,2,862,0,2,0,3992000
2020-05-29,TR,10,1277,0,0,0,3992000
2020-05-30,TR,17,973,0,5,0,3992000
2020-05-31,TR,45,1099,0,1,0,3992000
2020-06-01,TR,107,885,0,0,0,3992000
2020-06-02,TR,48,706,0,0,0,3992000
2020-06-03,TR,151,1415,0,0,0,3992000
2020-06-04,TR,24,657,0,0,0,3992000
2020-06-05,TR,48,1162,0,0,0,3992000
2020-06-06,TR,55,1031,0,0,0,3992000
2020-05-26,KL,67,2294,1,10,0,35125000
2020-05-27,KL,40,2658,0,10,0,35125000
2020-05-28,KL,85,2661,1,3,0,35125000
2020-05-29,KL,62,3592,1,10,0,35125000
2020-05-30,KL,58,3043,1,10,0,35125000
2020-05-31,KL,61,251,0,15,0,35125000
2020-06-01,KL,57,4941,1,18,0,35125000
2020-06-02,KL,86,3720,1,19,0,35125000
2020-06-03,KL,82,9179,0,24,0,35125000
2020-06-04,KL,94,4344,3,39,0,35125000
2020-06-05,KL,111,4353,0,23,0,35125000
2020-03-07,TN,1,0,0,0,0,75695000
2020-04-14,KA,13,1090,2,11,0,65798000
2020-04-15,KA,19,1376,2,9,0,65798000
2020-06-12,MH,3493,15731,127,1718,0,122153000
2020-06-13,MH,3427,16536,113,1550,0,122153000
2020-06-14,MH,3390,16424,120,1632,0,122153000
2020-06-15,MH,2786,11867,178,5071,0,122153000
2020-06-16,MH,2701,15140,1409,1802,0,122153000
2020-06-17,MH,3307,0,114,1315,0,122153000
2020-06-18,MH,3752,33149,100,1672,0,122153000
2020-06-19,MH,3827,17960,142,1935,0,122153000
2020-06-20,MH,3874,19212,91,1380,0,122153000
2020-04-04,TG,43,0,0,1,0,37220000
2020-04-05,TG,62,0,0,0,0,37220000
2020-04-06,TG,30,0,0,12,0,37220000
2020-04-07,TG,40,0,0,0,0,37220000
2020-04-08,TG,49,0,0,0,0,37220000
2020-04-09,TG,18,0,1,0,0,37220000
2020-04-10,TG,16,0,0,0,0,37220000
2020-04-11,TG,16,0,2,51,0,37220000
2020-04-12,TG,28,0,2,7,0,37220000
2020-04-13,TG,61,0,1,0,0,37220000
2020-06-08,UT,56,1967,0,186,0,11141000
2020-06-09,UT,126,1131,0,41,0,11141000
2020-06-10,UT,25,608,2,76,0,11141000
2020-06-11,UT,93,1016,1,55,0,11141000
2020-06-12,UT,69,895,5,61,0,11141000
2020-06-13,UT,61,1257,2,130,0,11141000
2020-06-14,UT,34,1304,1,34,0,11141000
2020-06-15,UT,26,1229,0,78,0,11141000
2020-06-16,UT,97,1297,1,27,0,11141000
2020-06-17,UT,81,1592,1,38,0,11141000
2020-06-18,UT,80,1334,0,132,0,11141000
2020-06-01,WB,271,9480,8,149,0,96906000
2020-06-02,WB,396,9495,10,104,0,96906000
2020-06-03,WB,340,9499,10,170,0,96906000
2020-06-04,WB,368,9606,10,188,0,96906000
2020-06-05,WB,427,9686,11,144,0,96906000
2020-06-06,WB,435,9771,17,207,0,96906000
2020-06-07,WB,449,9786,13,184,0,96906000
2020-06-08,WB,426,9024,9,162,0,96906000
2020-06-09,WB,372,7802,10,155,0,96906000
2020-06-19,TT,14740,189869,364,9029,0,1332900000
2020-06-20,TT,15918,190730,308,13974,0,1332900000
2020-06-21,TT,15151,143267,426,9075,0,1332900000
2020-06-22,TT,13560,187223,312,10879,0,1332900000
2020-06-23,TT,15656,215195,468,10462,0,1332900000
2020-06-24,TT,16868,207871,424,13089,0,1332900000
2020-06-25,TT,18205,215446,401,13983,0,1332900000
2020-06-26,TT,18255,220479,381,10246,0,1332900000
2020-06-27,TT,20142,231095,414,14229,0,1332900000
2020-06-28,TT,19610,170560,384,11631,0,1332900000
2021-02-07,MN,9,1696,1,18,78,3103000
2021-02-08,MN,4,626,0,18,1655,3103000
2021-02-09,MN,7,1845,0,15,1089,3103000
2021-02-10,MN,11,1835,0,39,2669,3103000
2021-02-11,MN,7,1036,0,3,2197,3103000
2021-02-12,MN,11,1192,0,8,3619,3103000
2021-02-13,MN,17,1285,0,7,2854,3103000
2021-02-14,MN,13,1040,0,4,478,3103000
2021-02-15,MN,8,1199,0,7,2876,3103000
2021-02-16,MN,9,1198,0,2,3267,3103000
2021-02-17,MN,10,1271,0,2,4487,3103000
2020-07-26,PB,534,9430,15,513,0,29859000
2020-07-27,PB,551,8035,12,254,0,29859000
2020-07-28,PB,609,10896,18,688,0,29859000
2020-07-29,PB,568,10854,25,461,0,29859000
2020-07-30,PB,510,10946,9,296,0,29859000
2020-07-31,PB,663,10506,16,225,0,29859000
2020-08-01,PB,944,9819,19,341,0,29859000
2020-08-02,PB,790,7259,18,391,0,29859000
2020-08-03,PB,674,4261,19,416,0,29859000
2020-08-04,PB,488,7697,20,609,0,29859000
2020-08-05,PB,841,10518,29,452,0,29859000
2020-06-24,JK,186,6766,1,176,0,13203000
2020-06-25,JK,127,6015,2,149,0,13203000
2020-06-26,JK,213,6458,1,113,0,13203000
2020-06-27,JK,204,6523,2,145,0,13203000
2020-06-28,JK,127,6439,1,91,0,13203000
2020-06-29,JK,144,6665,1,269,0,13203000
2020-06-30,JK,260,6528,6,137,0,13203000
2020-07-01,JK,198,6428,4,134,0,13203000
2020-07-02,JK,154,6475,10,118,0,13203000
2020-07-03,JK,170,7540,4,101,0,13203000
2020-07-04,JK,227,7418,8,68,0,13203000
2020-08-24,MP,1292,22425,17,841,0,82232000
2020-08-25,MP,1379,22854,19,1079,0,82232000
2020-08-26,MP,1064,21462,17,936,0,82232000
2020-08-27,MP,1317,23825,24,1207,0,82232000
2020-08-28,MP,1252,25853,17,943,0,82232000
2020-08-29,MP,1442,27152,22,1017,0,82232000
2020-08-30,MP,1558,24963,29,1054,0,82232000
2020-08-31,MP,1532,27613,20,1190,0,82232000
2020-09-01,MP,1525,20850,32,1335,0,82232000
2020-09-02,MP,1424,21473,27,1132,0,82232000
2020-07-06,RJ,524,11468,5,350,0,77264000
2020-07-07,RJ,716,20158,11,297,0,77264000
2020-07-08,RJ,659,22696,10,291,0,77264000
2020-07-09,RJ,500,23818,9,204,0,77264000
2020-07-10,RJ,611,21923,6,550,0,77264000
2020-07-11,RJ,574,23003,6,249,0,77264000
2020-07-12,RJ,644,21882,7,234,0,77264000
2020-07-13,RJ,544,14203,8,527,0,77264000
2020-07-14,RJ,635,28413,6,539,0,77264000
2020-07-15,RJ,866,27206,6,333,0,77264000
2020-07-16,RJ,737,28050,8,468,0,77264000
2020-07-17,RJ,615,23427,8,656,0,77264000
2021-06-24,SK,92,652,2,198,12785,664000
2021-06-25,SK,130,687,1,155,13666,664000
2021-06-26,SK,130,1398,2,213,9568,664000
2021-06-27,SK,170,817,0,203,5,664000
2021-06-28,SK,71,454,3,178,15634,664000
2021-06-29,SK,142,615,1,103,13684,664000
2021-06-30,SK,220,901,2,260,11356,664000
2021-07-01,SK,122,773,1,36,9660,664000
2021-07-02,SK,111,619,0,156,10064,664000
2020-09-23,ML,170,1361,2,152,0,3224000
2020-09-24,ML,122,2010,1,199,0,3224000
2020-09-25,ML,75,0,0,285,0,3224000
2020-09-26,ML,54,3484,0,311,0,3224000
2020-09-27,ML,90,0,0,125,0,3224000
2020-09-28,ML,60,3255,3,89,0,3224000
2020-09-29,ML,101,2617,1,72,0,3224000
2020-09-30,ML,176,2511,2,35,0,3224000
2020-11-27,PY,16,1609,0,46,0,1504000
2020-11-28,PY,46,2904,0,41,0,1504000
2020-11-29,PY,33,2926,0,72,0,1504000
2020-11-30,PY,33,2076,1,52,0,1504000
2020-12-01,PY,52,3316,1,72,0,1504000
2020-08-24,LA,51,240,0,26,0,293000
2020-08-25,LA,90,841,1,32,0,293000
2021-01-30,MZ,3,734,0,4,849,1192000
2021-01-31,MZ,6,1208,0,8,0,1192000
2020-11-26,NL,69,687,2,131,0,2150000
2020-11-27,NL,31,510,1,211,0,2150000
2020-07-27,OR,1503,9327,7,581,0,43671000
2020-07-28,OR,1215,9113,8,687,0,43671000
2020-07-29,OR,1068,10750,6,878,0,43671000
2020-06-07,TR,53,1932,0,19,0,3992000
2020-06-08,TR,38,2190,0,0,0,3992000
2020-06-09,TR,26,1119,1,0,0,3992000
2020-06-10,TR,31,1455,0,47,0,3992000
2020-06-11,TR,25,1362,0,39,0,3992000
2020-06-12,TR,41,-552,0,0,0,3992000
2020-06-13,TR,83,3135,0,37,0,3992000
2020-06-06,KL,108,3751,1,50,0,35125000
2020-04-16,KA,36,1241,1,2,0,65798000
2020-04-17,KA,44,3870,0,6,0,65798000
2020-04-18,KA,25,1592,1,16,0,65798000
2020-04-19,KA,6,2181,2,7,0,65798000
2020-04-20,KA,18,2093,0,1,0,65798000
2020-04-21,KA,10,2773,1,17,0,65798000
2020-03-08,TN,0,0,0,0,0,75695000
2020-03-09,TN,0,0,0,0,0,75695000
2020-03-10,TN,0,0,0,0,0,75695000
2020-03-11,TN,0,0,0,0,0,75695000
2020-03-12,TN,0,0,0,0,0,75695000
2020-06-21,MH,3870,19149,186,1591,0,122153000
2020-06-22,MH,3721,13058,113,1962,0,122153000
2020-06-23,MH,3214,15710,248,1925,0,122153000
2020-06-24,MH,3889,21413,208,4161,0,122153000
2020-06-25,MH,4842,24271,192,3661,0,122153000
2020-04-14,TG,52,0,1,7,0,37220000
2020-04-15,TG,6,0,0,8,0,37220000
2020-04-16,TG,50,0,0,68,0,37220000
2020-04-17,TG,66,0,0,0,0,37220000
2020-04-18,TG,43,0,0,0,0,37220000
2020-04-19,TG,49,14962,3,0,0,37220000
2020-06-19,UT,74,2359,0,47,0,11141000
2020-06-20,UT,124,1357,1,17,0,11141000
2020-06-21,UT,43,1307,0,50,0,11141000
2020-06-22,UT,58,905,1,21,0,11141000
2020-06-23,UT,133,1614,2,81,0,11141000
2020-06-24,UT,88,1278,5,119,0,11141000
2020-06-25,UT,68,1549,1,37,0,11141000
2020-06-26,UT,34,1335,1,64,0,11141000
2020-06-10,WB,343,9519,17,159,0,96906000
2020-06-11,WB,440,9522,10,209,0,96906000
2020-06-12,WB,476,8758,9,218,0,96906000
2020-06-13,WB,454,9008,12,336,0,96906000
2020-06-14,WB,389,9026,12,518,0,96906000
2020-06-15,WB,407,9509,10,434,0,96906000
2020-06-16,WB,415,8512,10,534,0,96906000
2020-06-17,WB,391,9222,11,505,0,96906000
2020-06-18,WB,435,9315,12,468,0,96906000
2020-06-19,WB,355,10321,11,302,0,96906000
2020-06-29,TT,18339,210292,417,13497,0,1332900000
2020-06-30,TT,18255,217931,506,12565,0,1332900000
2020-07-01,TT,19430,229588,438,12064,0,1332900000
2020-07-02,TT,21947,241576,378,19999,0,1332900000
2020-07-03,TT,22718,242383,444,14417,0,1332900000
2020-07-04,TT,24018,248934,611,14746,0,1332900000
2020-07-05,TT,23942,180596,421,15829,0,1332900000
2020-07-06,TT,22500,241430,473,15315,0,1332900000
2021-02-18,MN,2,1424,0,10,3210,3103000
2021-02-19,MN,5,1399,0,3,3284,3103000
2021-02-20,MN,3,1109,0,4,1907,3103000
2021-02-21,MN,4,891,0,8,0,3103000
2021-02-22,MN,3,1077,0,34,1671,3103000
2021-02-23,MN,3,1092,0,16,1804,3103000
2021-02-24,MN,7,1216,0,2,2831,3103000
2020-08-06,PB,1035,12144,26,716,0,29859000
2020-08-07,PB,1039,12168,22,381,0,29859000
2020-08-08,PB,998,12845,23,820,0,29859000
2020-08-09,PB,975,13477,24,459,0,29859000
2020-08-10,PB,986,8560,18,416,0,29859000
2020-08-11,PB,1000,16006,32,1055,0,29859000
2020-08-12,PB,1020,13933,39,422,0,29859000
2020-08-13,PB,1027,12097,31,627,0,29859000
2020-08-14,PB,1077,18477,25,489,0,29859000
2020-08-15,PB,1028,18156,40,535,0,29859000
2020-07-05,JK,183,6466,5,112,0,13203000
2020-07-06,JK,246,6827,6,63,0,13203000
2020-07-07,JK,256,7146,5,81,0,13203000
2020-07-08,JK,330,8213,6,168,0,13203000
2020-07-09,JK,240,8216,5,128,0,13203000
2020-07-10,JK,387,8141,5,91,0,13203000
2020-07-11,JK,268,7241,10,109,0,13203000
2020-07-12,JK,357,7286,10,84,0,13203000
2020-07-13,JK,314,7248,8,116,0,13203000
2020-07-14,JK,346,6630,8,128,0,13203000
2020-07-15,JK,493,7816,11,114,0,13203000
2020-09-03,MP,1672,23727,30,1091,0,82232000
2020-09-04,MP,1658,25982,30,1042,0,82232000
2020-09-05,MP,1636,25389,30,1392,0,82232000
2020-09-06,MP,1694,24166,29,1238,0,82232000
2020-09-07,MP,1885,22342,17,1022,0,82232000
2020-09-08,MP,1864,22597,20,1600,0,82232000
2020-09-09,MP,1869,23992,31,1341,0,82232000
2020-09-10,MP,2187,23694,21,1435,0,82232000
2020-09-11,MP,2240,23431,30,1651,0,82232000
2020-09-12,MP,2347,23105,37,1462,0,82232000
2020-09-13,MP,2281,21899,34,1600,0,82232000
2020-07-18,RJ,711,29297,7,518,0,77264000
2020-07-19,RJ,934,27084,6,586,0,77264000
2020-07-20,RJ,956,12627,9,465,0,77264000
2020-07-21,RJ,983,25989,9,549,0,77264000
2020-07-22,RJ,961,27842,6,620,0,77264000
2020-07-23,RJ,886,27362,11,451,0,77264000
2020-07-24,RJ,958,23964,8,732,0,77264000
2020-07-25,RJ,1120,28306,11,759,0,77264000
2020-07-26,RJ,1132,25274,11,648,0,77264000
2020-07-27,RJ,1134,14758,9,880,0,77264000
2020-07-28,RJ,1072,27358,11,483,0,77264000
2021-07-03,SK,178,966,0,182,8044,664000
2021-07-04,SK,176,1367,0,133,2,664000
2021-07-05,SK,95,371,1,324,13787,664000
2021-07-06,SK,177,846,0,151,12103,664000
2021-07-07,SK,170,993,2,87,10013,664000
2021-07-08,SK,222,1076,1,51,9292,664000
2021-07-09,SK,170,987,0,137,9325,664000
2021-07-10,SK,198,1027,1,129,4487,664000
2021-07-11,SK,144,753,2,119,0,664000
2021-07-12,SK,90,332,2,130,9672,664000
2021-07-13,SK,226,796,0,170,4790,664000
2021-07-14,SK,169,927,0,170,1575,664000
2020-10-01,ML,163,2368,2,26,0,3224000
2020-10-02,ML,231,0,1,225,0,3224000
2020-10-03,ML,423,0,2,93,0,3224000
2020-10-04,ML,200,0,0,74,0,3224000
2020-10-05,ML,111,7602,5,98,0,3224000
2020-10-06,ML,270,2282,1,115,0,3224000
2020-10-07,ML,128,1818,0,88,0,3224000
2020-10-08,ML,96,2386,0,138,0,3224000
2020-10-09,ML,127,2184,1,71,0,3224000
2020-10-10,ML,156,1966,1,142,0,3224000
2020-10-11,ML,139,0,1,97,0,3224000
2020-12-02,PY,59,3431,1,65,0,1504000
2020-12-03,PY,40,2880,1,27,0,1504000
2020-12-04,PY,46,2307,1,62,0,1504000
2020-12-05,PY,44,1801,0,52,0,1504000
2020-12-06,PY,35,2105,0,62,0,1504000
2020-12-07,PY,26,1651,1,25,0,1504000
2020-12-08,PY,41,2884,0,45,0,1504000
2020-12-09,PY,28,3247,0,46,0,1504000
2020-12-10,PY,24,1570,2,18,0,1504000
2020-12-11,PY,43,1465,2,48,0,1504000
2020-08-26,LA,31,984,1,31,0,293000
2020-08-27,LA,41,895,2,60,0,293000
2020-08-28,LA,48,697,1,74,0,293000
2020-08-29,LA,63,662,4,31,0,293000
2020-08-30,LA,35,0,2,12,0,293000
2020-08-31,LA,43,64,0,117,0,293000
2020-09-01,LA,52,117,1,104,0,293000
2020-09-02,LA,52,42,0,29,0,293000
2020-09-03,LA,55,0,0,32,0,293000
2020-09-04,LA,95,193,0,46,0,293000
2020-09-05,LA,61,4913,0,42,0,293000
2021-02-01,MZ,0,475,0,3,586,1192000
2021-02-02,MZ,1,1234,0,1,0,1192000
2021-02-03,MZ,3,704,0,3,63,1192000
2021-02-04,MZ,0,1707,0,5,49,1192000
2021-02-05,MZ,4,1309,0,3,511,1192000
2021-02-06,MZ,1,1577,0,5,382,1192000
2021-02-07,MZ,1,467,0,0,0,1192000
2021-02-08,MZ,1,555,0,3,0,1192000
2021-02-09,MZ,3,1179,0,3,109,1192000
2021-02-10,MZ,2,932,0,3,0,1192000
2021-02-11,MZ,2,601,0,2,0,1192000
2021-02-12,MZ,1,1207,0,2,286,1192000
2020-11-28,NL,24,286,0,25,0,2150000
2020-11-29,NL,44,473,0,174,0,2150000
2020-11-30,NL,27,226,0,188,0,2150000
2020-12-01,NL,23,325,0,108,0,2150000
2020-12-02,NL,45,356,0,164,0,2150000
2020-12-03,NL,29,225,0,52,0,2150000
2020-12-04,NL,22,280,1,239,0,2150000
2020-12-05,NL,35,185,0,0,0,2150000
2020-12-06,NL,39,138,1,4,0,2150000
2020-12-07,NL,39,254,0,5,0,2150000
2020-12-08,NL,61,415,1,8,0,2150000
2020-07-30,OR,1203,12928,10,807,0,43671000
2020-07-31,OR,1499,14335,9,772,0,43671000
2020-08-01,OR,1602,14135,11,756,0,43671000
2020-08-02,OR,1434,14608,11,681,0,43671000
2020-08-03,OR,1384,13272,12,1119,0,43671000
2020-08-04,OR,1384,14002,10,1409,0,43671000
2020-08-05,OR,1337,14915,11,1255,0,43671000
2020-08-06,OR,1699,15086,11,1150,0,43671000
2020-08-07,OR,1833,16055,12,1810,0,43671000
2020-08-08,OR,1643,17444,15,1544,0,43671000
2020-08-09,OR,1734,16093,14,1543,0,43671000
2020-06-14,TR,33,2043,0,118,0,3992000
2020-06-15,TR,10,1668,0,0,0,3992000
2020-06-16,TR,1,1525,0,123,0,3992000
2020-06-17,TR,43,1060,0,0,0,3992000
2020-06-18,TR,21,1227,0,83,0,3992000
2020-06-19,TR,27,1257,0,18,0,3992000
2020-06-20,TR,8,1153,0,23,0,3992000
2020-06-21,TR,35,1078,0,79,0,3992000
2020-06-22,TR,16,1052,0,23,0,3992000
2020-06-23,TR,23,866,0,25,0,3992000
2020-04-22,KA,9,3279,0,2,0,65798000
2020-04-23,KA,18,2610,0,14,0,65798000
