dates,state,confirmed,tested,deceased,recovered,vaccinated,population
2020-08-15,DL,1276,18271,10,1143,0,19814000
2020-08-16,DL,652,10709,8,1310,0,19814000
2020-08-17,DL,787,14988,18,740,0,19814000
2020-08-18,DL,1374,20266,12,1146,0,19814000
2020-08-19,DL,1398,20815,9,1320,0,19814000
2020-08-20,DL,1215,17004,22,1059,0,19814000
2020-08-21,DL,1250,17735,13,1082,0,19814000
2020-05-06,BR,7,537,0,0,0,119520000
2020-05-07,BR,8,513,1,60,0,119520000
2020-05-08,BR,29,479,0,49,0,119520000
2020-05-09,BR,32,1232,0,51,0,119520000
2020-05-10,BR,96,1118,1,36,0,119520000
2020-05-11,BR,42,1992,0,23,0,119520000
2020-05-12,BR,130,2768,0,5,0,119520000
2020-05-13,BR,74,1719,1,18,0,119520000
2020-05-14,BR,46,1633,0,12,0,119520000
2020-05-15,BR,34,1863,0,28,0,119520000
2020-05-16,BR,145,1695,1,33,0,119520000
2020-05-17,BR,142,1389,0,0,0,119520000
2020-05-04,CT,1,0,0,0,0,28724000
2020-05-05,CT,1,1421,0,0,0,28724000
2020-05-06,CT,0,865,0,0,0,28724000
2020-05-07,CT,0,0,0,0,0,28724000
2020-05-08,CT,0,1441,0,2,0,28724000
2020-05-09,CT,0,877,0,5,0,28724000
2020-05-10,CT,0,776,0,6,0,28724000
2020-05-11,CT,0,0,0,4,0,28724000
2020-05-12,CT,0,2057,0,1,0,28724000
2020-05-13,CT,0,1498,0,1,0,28724000
2020-05-14,CT,1,860,0,1,0,28724000
2020-07-21,CH,14,196,0,0,0,1179000
2020-07-22,CH,29,276,1,8,0,1179000
2020-07-23,CH,20,233,0,5,0,1179000
2020-07-24,CH,23,250,0,4,0,1179000
2020-07-25,CH,29,328,0,20,0,1179000
2020-07-26,CH,35,250,0,17,0,1179000
2020-07-27,CH,23,178,1,3,0,1179000
2020-07-28,CH,24,283,0,24,0,1179000
2020-07-29,CH,44,258,0,12,0,1179000
2020-07-30,CH,38,356,0,36,0,1179000
2020-07-31,CH,35,276,1,20,0,1179000
2020-05-11,AP,38,7409,0,73,0,52221000
2020-05-12,AP,71,10730,1,58,0,52221000
2020-05-13,AP,48,9322,1,86,0,52221000
2020-05-14,AP,68,9256,1,50,0,52221000
2020-05-15,AP,102,9038,0,60,0,52221000
2020-05-16,AP,48,0,1,101,0,52221000
2020-05-17,AP,25,19508,1,103,0,52221000
2020-05-18,AP,52,9773,0,96,0,52221000
2020-05-19,AP,57,9679,2,69,0,52221000
2020-05-20,AP,71,9162,1,43,0,52221000
2020-05-21,AP,45,8092,1,41,0,52221000
2020-06-21,AR,4,633,0,6,0,1504000
2020-06-22,AR,9,645,0,1,0,1504000
2020-06-23,AR,10,599,0,16,0,1504000
2020-06-24,AR,2,540,1,0,0,1504000
2020-06-25,AR,12,336,0,4,0,1504000
2020-06-26,AR,2,616,0,7,0,1504000
2020-06-27,AR,3,733,0,5,0,1504000
2020-06-28,AR,5,388,0,6,0,1504000
2020-06-29,AR,5,698,0,1,0,1504000
2020-06-30,AR,4,528,0,1,0,1504000
2020-07-01,AR,4,619,0,4,0,1504000
2020-06-09,AN,1,518,0,0,0,397000
2020-06-10,AN,1,151,0,0,0,397000
2020-06-11,AN,3,216,0,0,0,397000
2020-06-12,AN,0,471,0,0,0,397000
2020-06-13,AN,0,258,0,0,0,397000
2020-06-14,AN,2,401,0,0,0,397000
2020-06-15,AN,1,162,0,0,0,397000
2020-06-16,AN,3,291,0,0,0,397000
2020-06-17,AN,0,430,0,0,0,397000
2020-06-18,AN,1,383,0,2,0,397000
2020-06-19,AN,2,308,0,0,0,397000
2020-06-12,GJ,495,5213,31,392,0,67936000
2020-06-13,GJ,517,5486,33,390,0,67936000
2020-06-14,GJ,511,4942,29,442,0,67936000
2020-06-15,GJ,514,4344,28,339,0,67936000
2020-06-16,GJ,524,3426,28,418,0,67936000
2020-06-17,GJ,520,7336,27,348,0,67936000
2020-06-18,GJ,510,5073,31,389,0,67936000
2020-06-19,GJ,540,5557,27,340,0,67936000
2020-06-20,GJ,539,5113,20,535,0,67936000
2020-06-21,GJ,580,5460,25,655,0,67936000
2020-06-22,GJ,563,4469,21,560,0,67936000
2020-07-05,AS,735,9514,0,690,0,34293000
2020-07-06,AS,786,12078,0,508,0,34293000
2020-07-07,AS,814,13935,2,388,0,34293000
2020-07-08,AS,696,0,6,397,0,34293000
2020-07-09,AS,568,23817,5,421,0,34293000
2020-07-10,AS,936,16512,8,701,0,34293000
2020-07-11,AS,535,12346,0,578,0,34293000
2020-07-12,AS,735,14545,1,468,0,34293000
2020-07-13,AS,1001,11106,4,522,0,34293000
2020-07-14,AS,859,12385,6,757,0,34293000
2020-07-15,AS,1088,13335,2,715,0,34293000
2020-06-15,HP,38,538,0,16,0,7300000
2020-06-16,HP,4,1622,0,19,0,7300000
2020-06-17,HP,25,1373,0,7,0,7300000
2020-06-18,HP,10,1735,0,5,0,7300000
2020-06-19,HP,32,1600,0,12,0,7300000
2020-06-20,HP,29,1766,0,20,0,7300000
2020-06-21,HP,17,1758,0,12,0,7300000
2020-06-22,HP,54,851,0,12,0,7300000
2020-06-23,HP,48,1831,0,3,0,7300000
2020-06-24,HP,31,1879,0,34,0,7300000
2020-06-25,HP,33,2179,1,8,0,7300000
2020-06-25,JH,44,2955,0,30,0,37403000
2020-06-26,JH,31,1913,0,42,0,37403000
2020-06-27,JH,45,2194,0,77,0,37403000
2020-06-28,JH,25,2162,0,69,0,37403000
2020-06-29,JH,62,2469,3,56,0,37403000
2020-06-30,JH,64,2734,0,35,0,37403000
2020-07-01,JH,35,3051,0,47,0,37403000
2020-07-02,JH,60,3046,0,57,0,37403000
2020-07-03,JH,112,2961,0,13,0,37403000
2020-07-04,JH,42,2919,3,34,0,37403000
2020-07-05,JH,68,2160,1,10,0,37403000
2020-10-21,GA,308,1262,2,408,0,1540000
2020-10-22,GA,247,1256,7,348,0,1540000
2020-10-23,GA,227,1176,4,390,0,1540000
2020-10-24,GA,218,1445,2,348,0,1540000
2020-10-25,GA,211,1018,6,321,0,1540000
2020-10-26,GA,290,1280,6,343,0,1540000
2020-10-27,GA,215,1961,3,345,0,1540000
2020-10-28,GA,221,1801,7,196,0,1540000
2020-10-29,GA,233,1683,5,194,0,1540000
2020-10-30,GA,215,1717,5,241,0,1540000
2020-10-31,GA,210,1756,2,269,0,1540000
2020-09-08,DN,27,363,0,32,0,959000
2020-09-09,DN,26,381,0,24,0,959000
2020-09-10,DN,28,367,0,29,0,959000
2020-09-11,DN,25,301,0,39,0,959000
2020-09-12,DN,29,448,0,30,0,959000
2020-09-13,DN,20,194,0,44,0,959000
2020-09-14,DN,20,624,0,25,0,959000
2020-09-15,DN,18,376,0,37,0,959000
2020-09-16,DN,27,241,0,23,0,959000
2020-09-17,DN,21,466,0,33,0,959000
2020-09-18,DN,28,501,0,31,0,959000
2020-07-07,HR,495,7638,3,310,0,28672000
2020-07-08,HR,691,9013,3,461,0,28672000
2020-07-09,HR,674,9900,5,399,0,28672000
2020-07-10,HR,570,9939,3,399,0,28672000
2020-07-11,HR,648,11085,7,490,0,28672000
2020-07-12,HR,658,9193,4,589,0,28672000
2020-07-13,HR,689,8799,7,654,0,28672000
2020-07-14,HR,699,7340,4,453,0,28672000
2020-07-15,HR,678,11395,7,577,0,28672000
2020-07-16,HR,696,9697,3,518,0,28672000
2020-07-17,HR,795,14840,5,533,0,28672000
2020-07-18,HR,750,11843,17,600,0,28672000
2020-08-22,DL,1412,19435,14,1230,0,19814000
2020-08-23,DL,1450,18731,16,1250,0,19814000
2020-08-24,DL,1061,11910,13,1200,0,19814000
2020-08-25,DL,1544,19841,17,1155,0,19814000
2020-08-26,DL,1693,19816,17,1154,0,19814000
2020-08-27,DL,1840,21061,22,1130,0,19814000
2020-08-28,DL,1808,22933,20,1446,0,19814000
2020-08-29,DL,1954,22004,15,1449,0,19814000
2020-08-30,DL,2024,20437,22,1249,0,19814000
2020-08-31,DL,1358,14389,18,1507,0,19814000
2020-05-18,BR,103,1267,1,44,0,119520000
2020-05-19,BR,96,3567,0,0,0,119520000
2020-05-20,BR,257,2798,0,54,0,119520000
2020-05-21,BR,211,2331,0,0,0,119520000
2020-05-22,BR,179,2789,2,58,0,119520000
2020-05-23,BR,228,2739,0,24,0,119520000
2020-05-24,BR,180,2521,0,49,0,119520000
2020-05-25,BR,163,0,2,31,0,119520000
2020-05-26,BR,231,0,1,67,0,119520000
2020-05-27,BR,68,4521,1,118,0,119520000
2020-05-28,BR,149,2013,0,132,0,119520000
2020-05-15,CT,6,1644,0,0,0,28724000
2020-05-16,CT,1,1337,0,2,0,28724000
2020-05-17,CT,18,0,0,1,0,28724000
2020-05-18,CT,10,3928,0,0,0,28724000
2020-05-19,CT,5,2404,0,0,0,28724000
2020-08-01,CH,28,280,3,16,0,1179000
2020-08-02,CH,38,254,1,15,0,1179000
2020-08-03,CH,43,285,0,8,0,1179000
2020-05-22,AP,62,8415,1,26,0,52221000
2020-05-23,AP,47,8850,1,48,0,52221000
2020-05-24,AP,66,11357,0,62,0,52221000
2020-07-02,AR,37,584,0,5,0,1504000
2020-07-03,AR,20,477,0,4,0,1504000
2020-06-20,AN,0,390,0,0,0,397000
2020-06-21,AN,1,114,0,2,0,397000
2020-06-22,AN,0,77,0,0,0,397000
2020-06-23,GJ,549,4983,26,604,0,67936000
2020-06-24,GJ,572,5754,25,575,0,67936000
2020-06-25,GJ,577,5198,18,410,0,67936000
2020-06-26,GJ,580,5901,18,532,0,67936000
2020-06-27,GJ,615,5969,18,379,0,67936000
2020-07-16,AS,892,12183,2,666,0,34293000
2020-06-26,HP,25,1610,0,20,0,7300000
2020-06-27,HP,30,2076,0,7,0,7300000
2020-06-28,HP,22,1792,0,17,0,7300000
2020-06-29,HP,26,828,0,38,0,7300000
2020-06-30,HP,11,2115,1,19,0,7300000
2020-07-01,HP,26,2017,0,42,0,7300000
2020-07-02,HP,35,2037,0,15,0,7300000
2020-07-03,HP,19,1563,0,39,0,7300000
2020-07-06,JH,47,2398,1,23,0,37403000
2020-07-07,JH,164,2388,2,36,0,37403000
2020-07-08,JH,116,2940,0,66,0,37403000
2020-07-09,JH,134,3146,1,40,0,37403000
2020-07-10,JH,250,4382,0,14,0,37403000
2020-07-11,JH,145,4826,1,32,0,37403000
2020-07-12,JH,97,3581,7,52,0,37403000
2020-07-13,JH,203,4217,2,43,0,37403000
2020-07-14,JH,262,5195,3,77,0,37403000
2020-07-15,JH,337,6219,2,57,0,37403000
2020-07-16,JH,221,7209,4,28,0,37403000
2020-07-17,JH,313,5213,4,64,0,37403000
2020-11-01,GA,142,892,5,237,0,1540000
2020-11-02,GA,186,1392,7,208,0,1540000
2020-11-03,GA,235,1712,2,239,0,1540000
2020-11-04,GA,183,1881,8,249,0,1540000
2020-11-05,GA,172,1586,4,238,0,1540000
2020-11-06,GA,203,1740,3,207,0,1540000
2020-11-07,GA,169,1263,8,183,0,1540000
2020-11-08,GA,149,1766,2,207,0,1540000
2020-11-09,GA,144,1403,4,232,0,1540000
2020-11-10,GA,180,1578,4,199,0,1540000
2020-11-11,GA,109,1469,5,152,0,1540000
2020-09-19,DN,28,532,0,28,0,959000
2020-09-20,DN,37,212,0,16,0,959000
2020-09-21,DN,9,573,0,21,0,959000
2020-09-22,DN,11,0,0,30,0,959000
2020-09-23,DN,18,992,0,9,0,959000
2020-09-24,DN,15,465,0,26,0,959000
2020-09-25,DN,12,0,0,19,0,959000
2020-09-26,DN,7,824,0,25,0,959000
2020-09-27,DN,6,355,0,16,0,959000
2020-09-28,DN,10,443,0,30,0,959000
2020-09-29,DN,20,405,0,33,0,959000
2020-07-19,HR,617,10810,5,475,0,28672000
2020-07-20,HR,694,9965,6,433,0,28672000
2020-07-21,HR,604,10430,9,726,0,28672000
2020-07-22,HR,724,9672,8,745,0,28672000
2020-07-23,HR,789,13002,6,552,0,28672000
2020-07-24,HR,780,14806,4,704,0,28672000
2020-07-25,HR,783,31103,7,701,0,28672000
2020-07-26,HR,794,13140,3,730,0,28672000
2020-07-27,HR,795,9863,5,662,0,28672000
2020-07-28,HR,749,10893,9,712,0,28672000
2020-07-29,HR,755,12420,7,662,0,28672000
2020-09-01,DL,2312,24198,18,1050,0,19814000
2020-09-02,DL,2509,28835,19,1858,0,19814000
2020-09-03,DL,2737,32834,19,1528,0,19814000
2020-09-04,DL,2914,36219,13,1751,0,19814000
2020-09-05,DL,2973,38895,25,1920,0,19814000
2020-09-06,DL,3256,36046,29,2188,0,19814000
2020-09-07,DL,2077,22954,32,2411,0,19814000
2020-09-08,DL,3609,45797,19,1756,0,19814000
2020-09-09,DL,4039,54517,20,2623,0,19814000
2020-09-10,DL,4308,58340,28,2637,0,19814000
2020-09-11,DL,4266,60580,21,2754,0,19814000
2020-05-29,BR,174,1981,0,159,0,119520000
2020-05-30,BR,206,1673,6,102,0,119520000
2020-05-31,BR,242,1808,2,209,0,119520000
2020-06-01,BR,138,2353,0,221,0,119520000
2020-06-02,BR,151,3323,1,62,0,119520000
2020-06-03,BR,230,3316,1,222,0,119520000
2020-06-04,BR,126,3584,3,95,0,119520000
2020-06-05,BR,146,3590,1,113,0,119520000
2020-06-06,BR,233,3570,0,65,0,119520000
2020-06-07,BR,239,3635,1,107,0,119520000
2020-05-20,CT,14,0,0,0,0,28724000
2020-05-21,CT,14,6512,0,0,0,28724000
2020-05-22,CT,44,2594,0,3,0,28724000
2020-05-23,CT,42,1647,0,2,0,28724000
2020-05-24,CT,38,0,0,0,0,28724000
2020-05-25,CT,40,5259,0,3,0,28724000
2020-05-26,CT,68,2457,0,12,0,28724000
2020-05-27,CT,4,1841,0,4,0,28724000
2020-05-28,CT,34,2451,0,0,0,28724000
2020-05-29,CT,17,2221,1,17,0,28724000
2020-05-30,CT,32,2425,0,2,0,28724000
2020-08-04,CH,46,338,1,9,0,1179000
2020-08-05,CH,64,495,0,0,0,1179000
2020-08-06,CH,57,423,0,62,0,1179000
2020-08-07,CH,47,562,3,43,0,1179000
2020-08-08,CH,52,471,1,52,0,1179000
2020-08-09,CH,89,443,1,32,0,1179000
2020-08-10,CH,80,418,0,100,0,1179000
2020-08-11,CH,75,697,1,11,0,1179000
2020-08-12,CH,81,516,1,8,0,1179000
2020-08-13,CH,91,452,1,53,0,1179000
2020-08-14,CH,86,467,0,15,0,1179000
2020-05-25,AP,106,10240,0,51,0,52221000
2020-05-26,AP,97,8148,1,125,0,52221000
2020-05-27,AP,134,9664,1,48,0,52221000
2020-05-28,AP,128,9858,1,68,0,52221000
2020-05-29,AP,85,11638,1,101,0,52221000
2020-05-30,AP,131,9504,0,55,0,52221000
2020-05-31,AP,110,9370,2,51,0,52221000
2020-06-01,AP,105,10567,2,34,0,52221000
2020-06-02,AP,115,12366,0,40,0,52221000
2020-06-03,AP,180,8066,4,50,0,52221000
2020-06-04,AP,141,9986,3,65,0,52221000
2020-06-05,AP,138,9831,2,36,0,52221000
2020-07-04,AR,7,652,0,1,0,1504000
2020-07-05,AR,10,239,0,2,0,1504000
2020-07-06,AR,1,837,1,14,0,1504000
2020-07-07,AR,6,427,0,13,0,1504000
2020-07-08,AR,11,509,0,4,0,1504000
2020-07-09,AR,15,651,0,11,0,1504000
2020-07-10,AR,33,602,0,0,0,1504000
2020-07-11,AR,6,1088,0,5,0,1504000
2020-07-12,AR,19,598,0,13,0,1504000
2020-07-13,AR,27,1171,1,7,0,1504000
2020-06-23,AN,2,212,0,3,0,397000
2020-06-24,AN,6,271,0,1,0,397000
2020-06-25,AN,2,283,0,0,0,397000
2020-06-26,AN,14,306,0,2,0,397000
2020-06-27,AN,0,268,0,0,0,397000
2020-06-28,AN,11,243,0,2,0,397000
2020-06-29,AN,7,316,0,0,0,397000
2020-06-30,AN,7,299,0,0,0,397000
2020-07-01,AN,3,273,0,5,0,397000
2020-07-02,AN,9,296,0,1,0,397000
2020-07-03,AN,7,348,0,3,0,397000
2020-07-04,AN,3,206,0,12,0,397000
2020-06-28,GJ,624,6158,19,391,0,67936000
2020-06-29,GJ,626,4433,19,440,0,67936000
2020-06-30,GJ,620,5874,20,422,0,67936000
2020-07-01,GJ,675,7027,21,368,0,67936000
2020-07-02,GJ,681,7425,19,563,0,67936000
2020-07-03,GJ,687,7808,18,340,0,67936000
2020-07-04,GJ,712,8481,21,473,0,67936000
2020-07-05,GJ,725,7770,18,486,0,67936000
2020-07-06,GJ,735,6340,17,423,0,67936000
2020-07-07,GJ,778,7366,17,421,0,67936000
2020-07-08,GJ,783,8034,16,569,0,67936000
2020-07-17,AS,1218,13358,1,551,0,34293000
2020-07-18,AS,1117,17629,2,1060,0,34293000
2020-07-19,AS,1018,18807,4,858,0,34293000
2020-07-20,AS,1093,20012,1,1072,0,34293000
2020-07-21,AS,1680,18152,6,938,0,34293000
2020-07-22,AS,972,14031,2,1317,0,34293000
2020-07-23,AS,1047,19913,4,1349,0,34293000
2020-07-24,AS,1130,16178,6,1062,0,34293000
2020-07-25,AS,1165,14474,1,1294,0,34293000
2020-07-26,AS,1142,20545,2,985,0,34293000
2020-07-04,HP,13,1903,1,25,0,7300000
2020-07-05,HP,17,1440,0,28,0,7300000
2020-07-06,HP,14,846,0,26,0,7300000
2020-07-07,HP,6,1870,0,27,0,7300000
2020-07-08,HP,18,1843,0,43,0,7300000
2020-07-09,HP,39,1702,0,13,0,7300000
2020-07-10,HP,31,1548,0,39,0,7300000
2020-07-11,HP,11,2099,0,23,0,7300000
2020-07-12,HP,31,1948,0,21,0,7300000
2020-07-13,HP,30,885,0,11,0,7300000
2020-07-14,HP,66,2321,0,11,0,7300000
2020-07-18,JH,289,3807,2,79,0,37403000
2020-07-19,JH,167,3362,1,62,0,37403000
2020-07-20,JH,225,7120,4,117,0,37403000
2020-07-21,JH,418,7754,8,107,0,37403000
2020-07-22,JH,487,5903,3,106,0,37403000
2020-07-23,JH,482,6838,3,206,0,37403000
2020-07-24,JH,400,5652,9,100,0,37403000
2020-07-25,JH,277,4483,7,167,0,37403000
2020-07-26,JH,508,5685,0,183,0,37403000
2020-07-27,JH,454,5353,7,101,0,37403000
2020-07-28,JH,760,8264,4,179,0,37403000
2020-11-12,GA,107,1311,0,192,0,1540000
2020-11-13,GA,156,1551,2,167,0,1540000
2020-11-14,GA,84,958,1,145,0,1540000
2020-11-15,GA,58,719,3,123,0,1540000
2020-11-16,GA,125,1220,1,285,0,1540000
2020-11-17,GA,154,1660,4,191,0,1540000
2020-11-18,GA,162,1716,3,178,0,1540000
2020-11-19,GA,136,1621,0,157,0,1540000
2020-11-20,GA,152,1763,2,198,0,1540000
2020-11-21,GA,116,1850,3,147,0,1540000
2020-09-30,DN,8,414,0,19,0,959000
2020-10-01,DN,14,384,0,10,0,959000
2020-10-02,DN,9,229,0,21,0,959000
2020-10-03,DN,7,463,0,8,0,959000
2020-10-04,DN,17,243,0,13,0,959000
2020-10-05,DN,5,394,0,10,0,959000
2020-10-06,DN,11,390,0,9,0,959000
2020-10-07,DN,17,410,0,12,0,959000
2020-10-08,DN,12,365,0,15,0,959000
2020-10-09,DN,8,361,0,12,0,959000
2020-10-10,DN,12,337,0,13,0,959000
2020-07-30,HR,623,18254,4,920,0,28672000
2020-07-31,HR,711,11698,4,887,0,28672000
2020-08-01,HR,793,16215,7,853,0,28672000
2020-08-02,HR,761,17480,5,610,0,28672000
2020-08-03,HR,654,11663,7,780,0,28672000
2020-08-04,HR,623,13115,8,756,0,28672000
2020-08-05,HR,752,12436,7,734,0,28672000
2020-08-06,HR,755,14279,3,680,0,28672000
2020-08-07,HR,751,15282,9,804,0,28672000
2020-08-08,HR,789,16975,7,587,0,28672000
2020-08-09,HR,792,14044,9,750,0,28672000
2020-08-10,HR,794,9865,6,711,0,28672000
2020-09-12,DL,4321,60076,28,3141,0,19814000
2020-09-13,DL,4235,56656,29,3403,0,19814000
2020-09-14,DL,3229,44884,26,3374,0,19814000
2020-09-15,DL,4263,62669,36,3131,0,19814000
2020-09-16,DL,4473,62593,33,3313,0,19814000
2020-09-17,DL,4432,60014,38,3587,0,19814000
2020-09-18,DL,4127,61037,30,3568,0,19814000
2020-09-19,DL,4071,61973,38,4219,0,19814000
2020-09-20,DL,3812,62405,37,3742,0,19814000
2020-09-21,DL,2548,23733,32,3672,0,19814000
2020-09-22,DL,3816,59013,37,3097,0,19814000
2020-06-08,BR,177,3210,1,137,0,119520000
2020-06-09,BR,208,3270,2,228,0,119520000
2020-06-10,BR,243,3895,1,164,0,119520000
2020-06-11,BR,250,3742,0,152,0,119520000
2020-06-12,BR,148,3446,1,230,0,119520000
2020-06-13,BR,193,3415,0,370,0,119520000
2020-06-14,BR,186,3543,1,289,0,119520000
2020-06-15,BR,187,3497,2,251,0,119520000
2020-06-16,BR,148,3657,1,345,0,119520000
2020-06-17,BR,130,3619,0,205,0,119520000
2020-06-18,BR,100,5182,5,185,0,119520000
2020-06-19,BR,250,5978,5,137,0,119520000
2020-05-31,CT,51,2735,0,12,0,28724000
2020-06-01,CT,49,1574,0,7,0,28724000
2020-06-02,CT,15,2472,1,9,0,28724000
2020-06-03,CT,64,3248,0,40,0,28724000
2020-06-04,CT,147,2525,0,36,0,28724000
2020-06-05,CT,90,2802,0,25,0,28724000
2020-06-06,CT,60,3573,2,28,0,28724000
2020-06-07,CT,150,3550,0,7,0,28724000
2020-06-08,CT,124,3702,0,69,0,28724000
2020-06-09,CT,14,461,1,12,0,28724000
2020-06-10,CT,51,1517,1,4,0,28724000
2020-08-15,CH,81,460,0,27,0,1179000
2020-08-16,CH,93,540,1,19,0,1179000
2020-08-17,CH,114,503,1,46,0,1179000
2020-08-18,CH,89,635,0,60,0,1179000
2020-08-19,CH,91,532,1,108,0,1179000
2020-08-20,CH,119,644,0,39,0,1179000
2020-08-21,CH,116,690,2,36,0,1179000
2020-08-22,CH,145,629,0,45,0,1179000
2020-08-23,CH,142,510,4,21,0,1179000
2020-08-24,CH,117,442,0,154,0,1179000
2020-08-25,CH,174,703,3,67,0,1179000
2020-06-06,AP,210,12771,0,75,0,52221000
2020-06-07,AP,199,17695,2,29,0,52221000
2020-06-08,AP,154,14246,0,42,0,52221000
2020-06-09,AP,69,15085,2,48,0,52221000
2020-06-10,AP,365,15355,1,110,0,52221000
2020-06-11,AP,182,11602,2,99,0,52221000
2020-06-12,AP,207,11775,0,123,0,52221000
2020-06-13,AP,222,14477,2,94,0,52221000
2020-06-14,AP,294,15632,2,131,0,52221000
2020-06-15,AP,304,15173,2,69,0,52221000
2020-06-16,AP,264,15911,2,128,0,52221000
2020-07-14,AR,75,1116,0,8,0,1504000
2020-07-15,AR,29,812,0,0,0,1504000
2020-07-16,AR,52,811,0,0,0,1504000
2020-07-17,AR,66,996,0,22,0,1504000
2020-07-18,AR,41,1616,0,99,0,1504000
2020-07-19,AR,90,1246,0,8,0,1504000
2020-07-20,AR,50,1189,0,3,0,1504000
2020-07-21,AR,68,1295,0,18,0,1504000
2020-07-22,AR,91,3214,0,11,0,1504000
2020-07-23,AR,42,3894,0,20,0,1504000
2020-07-24,AR,65,4455,0,58,0,1504000
2020-07-25,AR,70,4526,0,36,0,1504000
2020-07-05,AN,6,77,0,6,0,397000
2020-07-06,AN,16,186,0,2,0,397000
2020-07-07,AN,6,286,0,0,0,397000
2020-07-08,AN,2,262,0,0,0,397000
2020-07-09,AN,7,209,0,9,0,397000
2020-07-10,AN,0,194,0,9,0,397000
2020-07-11,AN,0,269,0,0,0,397000
2020-07-12,AN,7,132,0,8,0,397000
2020-07-13,AN,3,162,0,9,0,397000
2020-07-14,AN,5,275,0,20,0,397000
2020-07-15,AN,5,177,0,1,0,397000
2020-07-16,AN,4,166,0,3,0,397000
2020-07-09,GJ,861,7828,15,429,0,67936000
2020-07-10,GJ,875,7657,14,441,0,67936000
2020-07-11,GJ,872,7717,10,502,0,67936000
2020-07-12,GJ,879,7580,13,513,0,67936000
2020-07-13,GJ,902,5619,10,608,0,67936000
2020-07-14,GJ,915,8102,14,749,0,67936000
2020-07-15,GJ,925,9340,10,791,0,67936000
2020-07-16,GJ,919,11463,10,828,0,67936000
2020-07-17,GJ,949,12830,17,770,0,67936000
2020-07-18,GJ,960,12297,19,1061,0,67936000
2020-07-27,AS,1348,21742,7,1362,0,34293000
2020-07-28,AS,1371,6448,2,1216,0,34293000
2020-07-29,AS,1348,35369,4,1214,0,34293000
2020-07-30,AS,2112,41028,2,1248,0,34293000
2020-07-31,AS,1862,38324,4,1277,0,34293000
2020-08-01,AS,1457,27161,3,1085,0,34293000
2020-08-02,AS,1178,19943,4,942,0,34293000
2020-08-03,AS,2371,41958,4,1044,0,34293000
2020-08-04,AS,2886,59064,6,993,0,34293000
2020-08-05,AS,2284,59162,6,1471,0,34293000
2020-08-06,AS,2372,55653,5,1332,0,34293000
2020-07-15,HP,32,2213,0,28,0,7300000
2020-07-16,HP,36,2423,0,5,0,7300000
2020-07-17,HP,40,2428,0,40,0,7300000
2020-07-18,HP,40,2544,0,19,0,7300000
2020-07-19,HP,64,2169,0,29,0,7300000
2020-07-20,HP,110,1497,0,8,0,7300000
2020-07-21,HP,33,2425,1,10,0,7300000
2020-07-22,HP,61,2468,0,28,0,7300000
2020-07-23,HP,109,2995,0,31,0,7300000
2020-07-24,HP,120,2872,1,9,0,7300000
2020-07-25,HP,95,2698,0,28,0,7300000
2020-07-29,JH,331,5271,5,77,0,37403000
2020-07-30,JH,505,8194,4,115,0,37403000
2020-07-31,JH,915,8298,3,167,0,37403000
2020-08-01,JH,790,12887,8,170,0,37403000
2020-08-02,JH,455,8969,4,169,0,37403000
2020-08-03,JH,941,23228,7,112,0,37403000
2020-08-04,JH,570,6347,4,405,0,37403000
2020-08-05,JH,978,5290,7,627,0,37403000
2020-08-06,JH,708,7011,9,768,0,37403000
2020-08-07,JH,726,9549,6,897,0,37403000
2020-08-08,JH,986,7056,9,834,0,37403000
2020-08-09,JH,688,5517,17,673,0,37403000
2020-11-22,GA,78,1139,2,167,0,1540000
2020-11-23,GA,75,1460,0,104,0,1540000
2020-11-24,GA,167,2004,2,85,0,1540000
2020-11-25,GA,125,1942,4,61,0,1540000
2020-11-26,GA,148,1892,2,111,0,1540000
2020-11-27,GA,150,2645,1,152,0,1540000
2020-11-28,GA,198,2520,0,163,0,1540000
2020-11-29,GA,115,1998,1,135,0,1540000
2020-11-30,GA,159,1672,1,150,0,1540000
2020-12-01,GA,161,2048,2,128,0,1540000
2020-12-02,GA,117,2003,3,64,0,1540000
2020-10-11,DN,11,256,0,9,0,959000
2020-10-12,DN,5,0,0,5,0,959000
2020-10-13,DN,0,729,0,17,0,959000
2020-10-14,DN,3,301,0,9,0,959000
2020-10-15,DN,1,329,0,8,0,959000
2020-10-16,DN,5,242,0,11,0,959000
2020-10-17,DN,3,278,0,10,0,959000
2020-10-18,DN,3,143,0,8,0,959000
2020-08-11,HR,798,17824,11,590,0,28672000
2020-09-23,DL,3714,59580,36,4465,0,19814000
2020-09-24,DL,3834,59183,36,3509,0,19814000
2020-06-20,BR,213,5586,0,269,0,119520000
2020-06-21,BR,162,5778,2,264,0,119520000
2020-06-11,CT,136,1654,0,70,0,28724000
2020-06-12,CT,47,2373,0,123,0,28724000
2020-06-13,CT,105,2951,0,87,0,28724000
2020-08-26,CH,167,728,1,87,0,1179000
2020-08-27,CH,188,491,2,177,0,1179000
2020-08-28,CH,160,770,2,130,0,1179000
2020-08-29,CH,261,781,0,141,0,1179000
2020-08-30,CH,170,746,7,48,0,1179000
2020-08-31,CH,191,513,4,135,0,1179000
2020-09-01,CH,204,891,1,120,0,1179000
2020-09-02,CH,239,866,2,119,0,1179000
2020-09-03,CH,276,873,4,213,0,1179000
2020-06-17,AP,351,15188,2,128,0,52221000
